,text,labels,all_span_aspect
1340,Dùng tầm 4 tháng mọi thứ ổn trừ camera trước quá tệ.ko biết ai như tôi ko giờ mang ra tggd bảo hành lần 2 vì lỗi âm ảnh màn hình rồi dù lần trước hãng thấy cho màn mới nhưng dùng chưa tới 1 tháng lại bị.chán,"[[17, 27, 'GENERAL#POSITIVE'], [32, 51, 'CAMERA#NEGATIVE'], [109, 128, 'SCREEN#NEGATIVE']]","[('mọi thứ ổn', 'GENERAL#POSITIVE'), ('camera trước quá tệ', 'CAMERA#NEGATIVE'), ('lỗi âm ảnh màn hình', 'SCREEN#NEGATIVE')]"
1341,"Tôi vừa mua lúc sáng. Rất ưng em này. Nhân viên thì nhiệt tình tư vấn. Tôi rất hài lòng về thái độ của nhân viên, cảm ơn các bạn","[[22, 36, 'GENERAL#POSITIVE'], [38, 128, 'SER&ACC#POSITIVE']]","[('Rất ưng em này', 'GENERAL#POSITIVE'), ('Nhân viên thì nhiệt tình tư vấn. Tôi rất hài lòng về thái độ của nhân viên, cảm ơn các bạn', 'SER&ACC#POSITIVE')]"
1342,Iphone có hệ điều hành ios độc quyền. Sử sụng không sợ bị chậm máy. Kèm thêm đó 7 plus có thiết kế mới camera kép.,"[[0, 66, 'PERFORMANCE#POSITIVE'], [68, 113, 'DESIGN#POSITIVE']]","[('Iphone có hệ điều hành ios độc quyền. Sử sụng không sợ bị chậm máy', 'PERFORMANCE#POSITIVE'), ('Kèm thêm đó 7 plus có thiết kế mới camera kép', 'DESIGN#POSITIVE')]"
1343,Đang chơi game cứ bị đơ game quài phải thoát ra vào lại vân tay lúc dc lúc không khuôn mặt cung wifi 3g cũng dag yếu dần,"[[0, 55, 'PERFORMANCE#NEGATIVE'], [56, 120, 'FEATURES#NEGATIVE']]","[('Đang chơi game cứ bị đơ game quài phải thoát ra vào lại', 'PERFORMANCE#NEGATIVE'), ('vân tay lúc dc lúc không khuôn mặt cung wifi 3g cũng dag yếu dần', 'FEATURES#NEGATIVE')]"
1344,"Âm thanh đầu ra khi kết nối với thiết bị âm thanh như loa bluetooth hay tai nghe là rất nhỏ , chỉ to bằng 1 nửa so với máy xiaomi mi A1 đang sài , mặc dù loa ngoài là to như nhau. Thất vọng vì điều này , hi vọng redmi sẽ có cập nhật sửa lỗi . Còn lại mỗi thứ rất ổn , đặc biệt game ko hề ấm và pin chiến game rất trâu , chơi 1 trận lq 15 phút mất chưa đến 3 % pin. Thấy rất nhiều người báo nhiều lỗi chắc là do đợt hàng này dính lỗi hàng loạt rồi, chứ máy mình mua đợt mới ra mắt ( đặt trước).","[[0, 178, 'FEATURES#NEGATIVE'], [251, 265, 'GENERAL#POSITIVE'], [277, 290, 'PERFORMANCE#POSITIVE'], [294, 363, 'BATTERY#POSITIVE']]","[('Âm thanh đầu ra khi kết nối với thiết bị âm thanh như loa bluetooth hay tai nghe là rất nhỏ , chỉ to bằng 1 nửa so với máy xiaomi mi A1 đang sài , mặc dù loa ngoài là to như nhau', 'FEATURES#NEGATIVE'), ('mỗi thứ rất ổn', 'GENERAL#POSITIVE'), ('game ko hề ấm', 'PERFORMANCE#POSITIVE'), ('pin chiến game rất trâu , chơi 1 trận lq 15 phút mất chưa đến 3 % pin', 'BATTERY#POSITIVE')]"
1345,"Sản phẩm quá ngon trong phân khúc, ae mua về chiến LQM bao ngon 😁😁,   ,    ,,,,,,,,,,,","[[0, 33, 'GENERAL#POSITIVE'], [45, 63, 'PERFORMANCE#POSITIVE']]","[('Sản phẩm quá ngon trong phân khúc', 'GENERAL#POSITIVE'), ('chiến LQM bao ngon', 'PERFORMANCE#POSITIVE')]"
1346,"Mua hồi tháng 7, cảm thấy pin khá yếu, lướt fb khoảng 15' mà tụt hẳn 10%, mọi thứ còn lại đều oke","[[26, 72, 'BATTERY#NEGATIVE'], [74, 97, 'GENERAL#POSITIVE']]","[(""pin khá yếu, lướt fb khoảng 15' mà tụt hẳn 10%"", 'BATTERY#NEGATIVE'), ('mọi thứ còn lại đều oke', 'GENERAL#POSITIVE')]"
1347,"Em mua máy mới gần 3 tháng , mà màn hình bây giờ là loạn xí ngậu lên , pin sụt nhanh hơn cách người yêu nói câu chia tay , đem ra bảo hành thì bảo ko sao , đem về dùng 1h đầu ok ổn tưởng xong xuôi vì bị gì đó , ai ngờ giờ nhấn mỗi chữ ok thôi cũng làm mãi ko đc , mong shop phản hồi nhanh để em còn biết cách khắc phục","[[32, 68, 'FEATURES#NEGATIVE'], [71, 120, 'BATTERY#NEGATIVE']]","[('màn hình bây giờ là loạn xí ngậu lên', 'FEATURES#NEGATIVE'), ('pin sụt nhanh hơn cách người yêu nói câu chia tay', 'BATTERY#NEGATIVE')]"
1348,Sóng yếu Vân tay tệ Nhận diện khuôn mặt vô dụng Màn hình ra sáng ko.nhìn thấy gì Sai lầm khi mua note 10 lite,"[[0, 47, 'FEATURES#NEGATIVE'], [48, 80, 'SCREEN#NEGATIVE'], [81, 111, 'GENERAL#NEGATIVE']]","[('Sóng yếu Vân tay tệ Nhận diện khuôn mặt vô dụng', 'FEATURES#NEGATIVE'), ('Màn hình ra sáng ko.nhìn thấy gì', 'SCREEN#NEGATIVE'), ('Sai lầm khi mua note 10 lite', 'GENERAL#NEGATIVE')]"
1349,Sản phậm tốt.. chỉ ko hài lòng ở phần camera .. gọi message và Zalo .v.v.v rất kém.Mua đã quá 1tháng đổi trả.. nhưng giờ muốn đổi. Mà ko biết có được không.,"[[0, 12, 'GENERAL#POSITIVE'], [19, 82, 'CAMERA#NEGATIVE']]","[('Sản phậm tốt', 'GENERAL#POSITIVE'), ('ko hài lòng ở phần camera .. gọi message và Zalo .v.v.v rất kém', 'CAMERA#NEGATIVE')]"
1350,Mượt ngon đẹp Mỗi tội trả góp trả được khuyến mại cái gì. APple bớt ki bo đi nhé. Heyy 😩,"[[0, 4, 'PERFORMANCE#POSITIVE'], [5, 9, 'GENERAL#POSITIVE'], [10, 13, 'DESIGN#POSITIVE'], [14, 56, 'SER&ACC#NEGATIVE']]","[('Mượt', 'PERFORMANCE#POSITIVE'), ('ngon', 'GENERAL#POSITIVE'), ('đẹp', 'DESIGN#POSITIVE'), ('Mỗi tội trả góp trả được khuyến mại cái gì', 'SER&ACC#NEGATIVE')]"
1351,"Oki rất đáng để mua nhưng pin hơi ít Mẫu mã đẹp bắt nhỏ gọn thiết kế camera đẹp, nhân viên vui vẻ hòa nhã lịch sự .sản phẩm nhìn đẹp mắt ,nhỏ gọn dễ cầm","[[0, 19, 'GENERAL#POSITIVE'], [26, 36, 'BATTERY#NEGATIVE'], [37, 79, 'DESIGN#POSITIVE'], [81, 113, 'SER&ACC#POSITIVE'], [115, 154, 'DESIGN#POSITIVE']]","[('Oki rất đáng để mua', 'GENERAL#POSITIVE'), ('pin hơi ít', 'BATTERY#NEGATIVE'), ('Mẫu mã đẹp bắt nhỏ gọn thiết kế camera đẹp', 'DESIGN#POSITIVE'), ('nhân viên vui vẻ hòa nhã lịch sự', 'SER&ACC#POSITIVE'), ('sản phẩm nhìn đẹp mắt ,nhỏ gọn dễ cầm', 'DESIGN#POSITIVE')]"
1352,"Tên tôi là Lộc super đẹp zai và khi dùng vsmart bee xanh dương tôi vô cùng hài lòng vì khi tôi dùng vsmart bee để bắn free fire tôi thấy mượt hơn những cái máy cũ , việc này giúp tôi leo rank dễ dàng hơn , tôi yêu vsmart bee xanh dương .","[[114, 141, 'PERFORMANCE#POSITIVE']]","[('bắn free fire tôi thấy mượt', 'PERFORMANCE#POSITIVE')]"
1353,Mình mua máy cách đây 1 tuần giảm đc 1tr4 cảm thấy máy dùng rất ok pin trâu sạc nhanh game mượt chỉ điều nhận diện khuôn mặt hơi chậm,"[[29, 41, 'PRICE#POSITIVE'], [42, 66, 'GENERAL#POSITIVE'], [67, 85, 'BATTERY#POSITIVE'], [86, 95, 'PERFORMANCE#POSITIVE'], [96, 133, 'FEATURES#NEGATIVE']]","[('giảm đc 1tr4', 'PRICE#POSITIVE'), ('cảm thấy máy dùng rất ok', 'GENERAL#POSITIVE'), ('pin trâu sạc nhanh', 'BATTERY#POSITIVE'), ('game mượt', 'PERFORMANCE#POSITIVE'), ('chỉ điều nhận diện khuôn mặt hơi chậm', 'FEATURES#NEGATIVE')]"
1354,"Mới mua 2 ngày, màn hình tối hơn redmi note 5a, loa to, giảm ánh sáng xanh màu không rực nhưng mát mắt. Chưa chơi game chưa biết thế nào. Nhân viên TGDD Ngã 4 Gôi Vụ bản Nam định nhiệt tình, có 1 chị rất nhiệt tình khuyên mình mua trả góp mà mình trả thẳng 😂😂😂","[[16, 46, 'SCREEN#NEGATIVE'], [48, 54, 'FEATURES#POSITIVE'], [56, 102, 'SCREEN#POSITIVE'], [138, 189, 'SER&ACC#POSITIVE']]","[('màn hình tối hơn redmi note 5a', 'SCREEN#NEGATIVE'), ('loa to', 'FEATURES#POSITIVE'), ('giảm ánh sáng xanh màu không rực nhưng mát mắt', 'SCREEN#POSITIVE'), ('Nhân viên TGDD Ngã 4 Gôi Vụ bản Nam định nhiệt tình', 'SER&ACC#POSITIVE')]"
1355,"Tốt, quá tốt so vs tầm giá, mọi người nên mua để ủng hộ hàng việt nam, đánh giá 5 sao","[[0, 12, 'GENERAL#POSITIVE'], [49, 69, 'SER&ACC#POSITIVE'], [71, 85, 'GENERAL#POSITIVE']]","[('Tốt, quá tốt', 'GENERAL#POSITIVE'), ('ủng hộ hàng việt nam', 'SER&ACC#POSITIVE'), ('đánh giá 5 sao', 'GENERAL#POSITIVE')]"
1356,Sản phầm dùng mượt rất tốt chơi game ko lag pin trâu khỏi nói khi mua nhân viên nhiệt tinh,"[[0, 43, 'PERFORMANCE#POSITIVE'], [43, 61, 'BATTERY#POSITIVE'], [62, 90, 'SER&ACC#POSITIVE']]","[('Sản phầm dùng mượt rất tốt chơi game ko lag', 'PERFORMANCE#POSITIVE'), (' pin trâu khỏi nói', 'BATTERY#POSITIVE'), ('khi mua nhân viên nhiệt tinh', 'SER&ACC#POSITIVE')]"
1357,Máy dùng ok mà sao loa nghe gọi rất nhỏ có phải do lỗi nhà sản xuất ko hay máy này nó vậy,"[[0, 12, 'GENERAL#POSITIVE'], [18, 39, 'FEATURES#NEGATIVE']]","[('Máy dùng ok ', 'GENERAL#POSITIVE'), (' loa nghe gọi rất nhỏ', 'FEATURES#NEGATIVE')]"
1358,Sản phẩm lổi của samsung. Thất vọng. Mua về mún quăng đi. Vào nhắn tin mà cứ như đóng phim chậm. Cảm ứng quá tệ,"[[0, 24, 'GENERAL#NEGATIVE'], [58, 95, 'PERFORMANCE#NEGATIVE'], [97, 111, 'FEATURES#NEGATIVE']]","[('Sản phẩm lổi của samsung', 'GENERAL#NEGATIVE'), ('Vào nhắn tin mà cứ như đóng phim chậm', 'PERFORMANCE#NEGATIVE'), ('Cảm ứng quá tệ', 'FEATURES#NEGATIVE')]"
1359,Chụp ảnh cũng dc. Pin trâu. Mượt mà. Ko có sạc nhanh. Do cách mình cài đặt và tối ưu điện thoại tốt. Nên realme 5i của mình dùng rất mượt.,"[[0, 16, 'CAMERA#NEUTRAL'], [18, 26, 'BATTERY#POSITIVE'], [28, 35, 'PERFORMANCE#POSITIVE'], [37, 52, 'BATTERY#NEGATIVE'], [54, 137, 'PERFORMANCE#POSITIVE']]","[('Chụp ảnh cũng dc', 'CAMERA#NEUTRAL'), ('Pin trâu', 'BATTERY#POSITIVE'), ('Mượt mà', 'PERFORMANCE#POSITIVE'), ('Ko có sạc nhanh', 'BATTERY#NEGATIVE'), ('Do cách mình cài đặt và tối ưu điện thoại tốt. Nên realme 5i của mình dùng rất mượt', 'PERFORMANCE#POSITIVE')]"
1360,"Máy sài rất tốt, tuy nhiên khuyên ai đang android 9 thì giữ nguyên, đừng lên 10. Lên 10 thêm được 1 số tiện ích nhưng dùng không thích như 9","[[0, 15, 'GENERAL#POSITIVE']]","[('Máy sài rất tốt', 'GENERAL#POSITIVE')]"
1361,Sau 2 tháng sử dụng thì mọi thứ rất oke trừ khoản sóng 4G điện thoại thì yếu hơn một chút so với dòng xiaomi cũ của mình,"[[24, 39, 'GENERAL#POSITIVE'], [50, 120, 'FEATURES#NEGATIVE']]","[('mọi thứ rất oke', 'GENERAL#POSITIVE'), ('sóng 4G điện thoại thì yếu hơn một chút so với dòng xiaomi cũ của mình', 'FEATURES#NEGATIVE')]"
1362,"Phải nói là đt tệ nhất trong phân khúc tầm tung . chíp sử lí yếu chạy đơn giản lướt fb zalo youtube zing mp3 nghe nhạc thôi chạy còn đơ chậm,chơi game pubg cảm giác náy chạy chậm nặng nề kiểu phải cố gồng lên vậy chỉ 5 phút máy nóng chơi ko được. Camara chụp cực tệ chụp chậm, khó lấy nét,chụp hình hay đẩy sáng ao sáng ko lấy được dõ chủ thể hình ảnh...pin cực cùi bắp sạc đầy 100% chỉ nghe nhạc zing mp3 từ 6h sáng tới 10h trưa...từ 10h trưa mới lướt fb tới 12h45 tụt còn 29% pin cực tệ","[[12, 38, 'GENERAL#NEGATIVE'], [39, 47, 'PRICE#NEUTRAL'], [50, 245, 'PERFORMANCE#NEGATIVE'], [247, 351, 'CAMERA#NEGATIVE'], [354, 488, 'BATTERY#NEGATIVE']]","[('đt tệ nhất trong phân khúc', 'GENERAL#NEGATIVE'), ('tầm tung', 'PRICE#NEUTRAL'), ('chíp sử lí yếu chạy đơn giản lướt fb zalo youtube zing mp3 nghe nhạc thôi chạy còn đơ chậm,chơi game pubg cảm giác náy chạy chậm nặng nề kiểu phải cố gồng lên vậy chỉ 5 phút máy nóng chơi ko được', 'PERFORMANCE#NEGATIVE'), ('Camara chụp cực tệ chụp chậm, khó lấy nét,chụp hình hay đẩy sáng ao sáng ko lấy được dõ chủ thể hình ảnh', 'CAMERA#NEGATIVE'), ('pin cực cùi bắp sạc đầy 100% chỉ nghe nhạc zing mp3 từ 6h sáng tới 10h trưa...từ 10h trưa mới lướt fb tới 12h45 tụt còn 29% pin cực tệ', 'BATTERY#NEGATIVE')]"
1363,Thế giới cho em hỏi điện thoại em nó gặp vấn đề là: để không xài từ sáng tới tối thì mới sử dụng lần mở đầu thì nó không hiện vân tay hay khuôn mặt gì cả mà chỉ cho mở bằng mã pin rồi tắt máy mở lại thì vân tay và khuôn mặt sử dụng bình thường ạ. Vậy là máy có lỗi phần mềm đúng hông ạ.,[],[]
1364,Camera đẹp lắm . Game thì khỏi chê . Pin xài khi chơi game khá lâu sạc nhanh .1 tuần sử dụng thấy rất ổn còn về sau thì ko biết nhưng với thương hiệu samsung thì mình hoàn toàn tin tưởng .,"[[0, 14, 'CAMERA#POSITIVE'], [17, 34, 'PERFORMANCE#POSITIVE'], [37, 76, 'BATTERY#POSITIVE'], [138, 186, 'SER&ACC#POSITIVE']]","[('Camera đẹp lắm', 'CAMERA#POSITIVE'), ('Game thì khỏi chê', 'PERFORMANCE#POSITIVE'), ('Pin xài khi chơi game khá lâu sạc nhanh', 'BATTERY#POSITIVE'), ('thương hiệu samsung thì mình hoàn toàn tin tưởng', 'SER&ACC#POSITIVE')]"
1365,Mua 1 tháng. Không hiểu sao lúc thì chế độ sạc thường lúc thì chế độ sạc nhanh. Hay là do máy bị lỗi,"[[28, 78, 'BATTERY#NEGATIVE']]","[('lúc thì chế độ sạc thường lúc thì chế độ sạc nhanh', 'BATTERY#NEGATIVE')]"
1366,Cấu hình tốt Chip vs pin ok và có sach nhanh Ctkm vs giá tốt cấu hình mạnh rất ưng bụng Đi đường có sạc nhanh rất tiện,"[[0, 17, 'PERFORMANCE#POSITIVE'], [21, 44, 'BATTERY#POSITIVE'], [45, 60, 'PRICE#POSITIVE'], [61, 87, 'PERFORMANCE#POSITIVE'], [88, 118, 'BATTERY#POSITIVE']]","[('Cấu hình tốt Chip', 'PERFORMANCE#POSITIVE'), ('pin ok và có sach nhanh', 'BATTERY#POSITIVE'), ('Ctkm vs giá tốt', 'PRICE#POSITIVE'), ('cấu hình mạnh rất ưng bụng', 'PERFORMANCE#POSITIVE'), ('Đi đường có sạc nhanh rất tiện', 'BATTERY#POSITIVE')]"
1367,Mình thường dùng điện thoại có thời gian sử dụng pin lâu. nên minh dùng Nokia mấy đời máy rùi. Hi vọng máy Vsamart cố gắng có một vài ưu điểm của riêng mình để thu hút khách hàng.,[],[]
1368,Sản phẩm đẹp mua máy dc tặng ốp lưng rất cao cấp. Chơi liên quân khá ổn. Zalo hay fb lướt trơn tru nhẹ nhàng. Pin tạm thời mới nên thấy tốt.,"[[0, 12, 'DESIGN#POSITIVE'], [13, 48, 'SER&ACC#POSITIVE'], [50, 108, 'PERFORMANCE#POSITIVE'], [110, 139, 'BATTERY#POSITIVE']]","[('Sản phẩm đẹp', 'DESIGN#POSITIVE'), ('mua máy dc tặng ốp lưng rất cao cấp', 'SER&ACC#POSITIVE'), ('Chơi liên quân khá ổn. Zalo hay fb lướt trơn tru nhẹ nhàng', 'PERFORMANCE#POSITIVE'), ('Pin tạm thời mới nên thấy tốt', 'BATTERY#POSITIVE')]"
1369,"Nói chung thì máy hợp công việc là chủ yếu, pin hơi yếu, chơi game lag, giật. Lâu lâu trong các app cũng bị. Ai mua để làm việc với dùng mạng xã hội, xem video thì hợp, chứ để chơi game, đặc biệt là game online nặng thì thôi, khả năng sử lí với kết nối kém lắm.","[[0, 42, 'GENERAL#NEUTRAL'], [44, 55, 'BATTERY#NEGATIVE'], [57, 107, 'PERFORMANCE#NEGATIVE'], [169, 224, 'PERFORMANCE#NEGATIVE'], [226, 260, 'FEATURES#NEGATIVE']]","[('Nói chung thì máy hợp công việc là chủ yếu', 'GENERAL#NEUTRAL'), ('pin hơi yếu', 'BATTERY#NEGATIVE'), ('chơi game lag, giật. Lâu lâu trong các app cũng bị', 'PERFORMANCE#NEGATIVE'), ('chứ để chơi game, đặc biệt là game online nặng thì thôi', 'PERFORMANCE#NEGATIVE'), ('khả năng sử lí với kết nối kém lắm', 'FEATURES#NEGATIVE')]"
1370,Nói chung là tuyệt phẩm của samsung galaxy A . K còn j để nói nữa tuyệt vời...,"[[0, 75, 'GENERAL#POSITIVE']]","[('Nói chung là tuyệt phẩm của samsung galaxy A . K còn j để nói nữa tuyệt vời', 'GENERAL#POSITIVE')]"
1371,Tất cả đều ổn... máy mượt sạc kha nhanh.. có điều pin là tụt nhanh không biết lý do như thế nào.. mặc dù không chơi game,"[[0, 13, 'GENERAL#POSITIVE'], [17, 25, 'PERFORMANCE#POSITIVE'], [26, 120, 'BATTERY#NEUTRAL']]","[('Tất cả đều ổn', 'GENERAL#POSITIVE'), ('máy mượt', 'PERFORMANCE#POSITIVE'), ('sạc kha nhanh.. có điều pin là tụt nhanh không biết lý do như thế nào.. mặc dù không chơi game', 'BATTERY#NEUTRAL')]"
1372,Cho 5 sao vì máy sài rất ok pin trâu mượt ko bị j hết mình ko chơi game nên là ko big lag hay ko nhưng nv đã hỗ trợ rất tốt trong việc giúp chọn máy tốt để sài,"[[13, 27, 'GENERAL#POSITIVE'], [27, 36, 'BATTERY#POSITIVE'], [36, 58, 'PERFORMANCE#POSITIVE'], [103, 159, 'SER&ACC#POSITIVE']]","[('máy sài rất ok', 'GENERAL#POSITIVE'), (' pin trâu', 'BATTERY#POSITIVE'), (' mượt ko bị j hết mình', 'PERFORMANCE#POSITIVE'), ('nv đã hỗ trợ rất tốt trong việc giúp chọn máy tốt để sài', 'SER&ACC#POSITIVE')]"
1373,Cảm nhận của mình khi sử dụng A70 thật sự quá tốt mình cũng sợ lỗi này nó khi tham khảm nhiều ý kiến nhưng khi mua rồi thật sự không có gì để chê trách pin trâu màn đẹp xem phim chơi game rất thích đặc biệt viền bezel của máy rất mỏng ae nào còn lăng tăng hay vẫn tham khảm thì mình nói thật nên mua mà trải nghiệm mới biết được máy như thế nào đâu phải một máy lỗi là tất cả đều bị lỗi đâu riêng mình đánh giá e này rất tốt so với tầm tiền này bỏ ra nhé,"[[30, 49, 'GENERAL#POSITIVE'], [120, 151, 'GENERAL#POSITIVE'], [152, 161, 'BATTERY#POSITIVE'], [161, 234, 'SCREEN#POSITIVE'], [411, 424, 'GENERAL#POSITIVE']]","[('A70 thật sự quá tốt', 'GENERAL#POSITIVE'), ('hật sự không có gì để chê trách', 'GENERAL#POSITIVE'), ('pin trâu ', 'BATTERY#POSITIVE'), ('màn đẹp xem phim chơi game rất thích đặc biệt viền bezel của máy rất mỏng', 'SCREEN#POSITIVE'), ('e này rất tốt', 'GENERAL#POSITIVE')]"
1374,"Mình mua máy samsung a20s được 4 ngày rồi. Nói chung máy xài ổn trong tầm giá, pin trâu nếu không chơi game thì xài được 2 đến 3 ngày còn chơi game như liên quân thì tầm 1 ngày. Chụp hình đẹp, máy rất mượt.Chỉ có lâu lâu cảm biến vân tay không được nhạy, ngón tay hơi ướt xíu là máy không nhận được vân tay luôn, không có ốp lưng nên xài hơi bị xót xíu ( mình làm trong môi trường chăn nuôi bụi cám này kia nhiều ).","[[43, 63, 'GENERAL#POSITIVE'], [79, 87, 'BATTERY#POSITIVE'], [178, 191, 'CAMERA#POSITIVE'], [193, 205, 'PERFORMANCE#POSITIVE'], [213, 311, 'FEATURES#NEGATIVE'], [313, 352, 'DESIGN#NEGATIVE']]","[('Nói chung máy xài ổn', 'GENERAL#POSITIVE'), ('pin trâu', 'BATTERY#POSITIVE'), ('Chụp hình đẹp', 'CAMERA#POSITIVE'), ('máy rất mượt', 'PERFORMANCE#POSITIVE'), ('lâu lâu cảm biến vân tay không được nhạy, ngón tay hơi ướt xíu là máy không nhận được vân tay luôn', 'FEATURES#NEGATIVE'), ('không có ốp lưng nên xài hơi bị xót xíu', 'DESIGN#NEGATIVE')]"
1375,Em mới mua được tháng mấy mà chụp hình bị nhòe nhiều khi bị lỗi camera màng hình tối thui.không biết đổi con a71 khác phải bù bao nhiêu tiền,"[[30, 89, 'CAMERA#NEGATIVE']]","[('hụp hình bị nhòe nhiều khi bị lỗi camera màng hình tối thui', 'CAMERA#NEGATIVE')]"
1376,Mình mới mua được một ngày pin và camera thì ổn nhưng tấc dộ bắt wifi kém hơn cả con f1s cũ của mình.thất vọng ghê.có ai có cách nào giúp wifi nhanh hơn không giúp mình với.,"[[27, 30, 'BATTERY#POSITIVE'], [34, 47, 'CAMERA#POSITIVE'], [55, 100, 'FEATURES#NEGATIVE'], [101, 114, 'GENERAL#NEGATIVE']]","[('pin', 'BATTERY#POSITIVE'), ('camera thì ổn', 'CAMERA#POSITIVE'), ('ấc dộ bắt wifi kém hơn cả con f1s cũ của mình', 'FEATURES#NEGATIVE'), ('thất vọng ghê', 'GENERAL#NEGATIVE')]"
